"id","name","club","nation","league","skills","weakFoot","height","weight","attWR","defWR","acceleRATE","bodyType","position","rating","acceleration","sprintspeed","positioning","finishing","shotpower","longshotsaccuracy","volleys","penalties","vision","crossing","freekickaccuracy","shortpassing","longpassing","curve","agility","balance","reactions","ballcontrol","dribbling","composure","interceptions","headingaccuracy","marking","standingtackle","slidingtackle","jumping","stamina","strength","aggression","likes","dislikes","likesRatio","positionRating"
"52956","Marco van Basten","112658","Netherlands","2118","3","5","188","78","2","2","Controlled","High & Average+","ST","95","94","98","98","99","96","90","99","92","80","91","88","86","78","84","90","80","97","95","90","94","49","95","26","34","33","87","82","83","80","1817","330","84.62971588262693","95.01000000000002"
"48713","Victor Osimhen","116365","Nigeria","31","3","4","185","78","3","2","Controlled","High & Average+","ST","85","88","95","88","99","86","83","79","82","72","65","50","75","55","66","80","70","90","90","88","81","36","83","38","45","20","99","83","95","71","1644","161","91.0803324099723","89.36"
"54009","Frank Rijkaard","112658","Netherlands","2118","5","4","187","85","3","2","Lengthy","High & Average+","ST","95","95","98","95","95","99","97","93","99","94","89","62","98","95","91","87","94","97","98","98","98","71","85","69","70","68","87","95","98","82","1500","187","88.91523414344991","95.54"
"50616","Edin Džeko","44","Bosnia and Herzegovina","31","3","5","193","80","2","2","Lengthy","High & Average+","ST","88","69","73","99","99","99","85","83","74","86","67","57","95","80","73","67","59","89","91","83","94","54","93","59","30","17","68","74","92","62","390","1403","21.751254880089235","91.89"
"46","David Trezeguet","112658","France","2118","4","4","187","75","2","1","Lengthy","High & Average+","ST","91","88","89","95","96","93","81","93","85","69","74","65","86","78","60","69","57","92","89","81","85","37","92","36","46","35","77","83","86","60","183","443","29.233226837060705","90.92"
"51250","Oihan Sancet Tirapu","448","Spain","53","4","4","188","72","3","2","Controlled","High & Average+","ST","87","91","91","89","90","90","89","75","76","93","73","64","93","87","86","87","88","86","87","95","85","69","84","47","62","54","70","86","84","61","255","337","43.07432432432432","88.61000000000001"
"48","David Trezeguet","112658","France","2118","4","4","187","75","2","1","Lengthy","High & Average+","ST","86","87","89","86","90","89","75","86","82","67","63","53","81","71","59","68","60","85","85","85","79","34","86","31","42","31","72","79","82","51","262","334","43.95973154362416","86.17999999999999"
"48357","Pedro Ruiz Delgado","219","Spain","16","2","3","198","89","2","2","Controlled","High & Average+","ST","64","61","75","59","72","74","54","59","66","55","59","43","55","38","36","52","37","52","58","53","47","28","79","26","35","39","70","61","84","44","5","10","33.33333333333333","65.54"
"29082","Lukas Hinterseer","27","Austria","20","3","3","192","86","3","2","Controlled","High & Average+","ST","67","57","42","68","64","74","68","69","68","64","63","44","66","56","64","62","53","69","67","65","66","41","77","48","41","48","68","69","86","60","0","4","0.0","67.63"
"29508","Jordan White","631","Scotland","50","2","3","193","77","2","2","Lengthy","High & Average+","ST","64","63","55","67","68","65","60","58","65","43","42","42","60","45","48","37","34","55","64","61","55","32","73","29","28","36","36","66","84","64","0","4","0.0","65.25000000000001"
"38118","George Hirst","3","England","14","3","3","191","81","3","2","Lengthy","High & Average+","ST","67","72","87","67","68","69","60","60","64","53","40","39","60","38","45","61","52","65","65","60","67","30","70","44","27","40","79","67","80","62","1","5","16.666666666666664","67.98"
"28179","Xu Yang","110955","China PR","2012","2","3","188","80","2","2","Lengthy","High & Average+","ST","61","63","62","65","54","72","52","59","62","53","44","64","56","48","63","51","63","60","57","57","56","19","73","25","42","39","75","59","81","57","0","3","0.0","62.370000000000005"
"35860","Fernando Niño Rodríguez","110902","Spain","54","3","3","190","78","2","2","Controlled","High & Average+","ST","71","74","72","73","72","74","70","68","65","55","52","51","71","53","54","67","61","72","70","67","57","39","76","34","39","43","73","68","74","52","4","7","36.36363636363637","72.16999999999999"
"54070","Harry Maguire","11","England","13","5","4","194","100","3","2","Lengthy","High & Stocky","ST","95","95","99","96","96","99","94","93","99","91","72","58","98","96","96","84","94","94","97","99","95","65","92","61","65","60","95","88","99","90","4270","391","91.61124222269899","96.29"
"48613","Marcus Thuram","23","France","19","3","3","192","90","2","2","Controlled","High & Stocky","ST","84","85","94","88","89","96","87","76","81","81","82","54","81","68","73","79","61","84","84","88","78","51","87","48","55","42","85","85","96","62","488","110","81.60535117056857","88.12"
"50241","Aleksandar Mitrovic","144","Serbia","13","3","4","189","90","3","2","Lengthy","High & Stocky","ST","86","82","90","90","89","90","78","87","82","84","41","59","85","61","66","82","83","88","88","85","85","17","99","31","29","16","91","81","97","96","471","231","67.09401709401709","89.36999999999999"
"52936","Marcus Thuram","23","France","19","3","3","192","90","2","2","Lengthy","High & Stocky","ST","87","88","98","92","93","99","90","80","85","85","86","56","85","73","77","81","64","87","87","91","80","53","91","51","58","44","87","88","99","64","178","31","85.16746411483254","91.65"
"48414","Aleksandar Mitrovic","144","Serbia","13","3","4","189","90","3","2","Lengthy","High & Stocky","ST","82","66","72","95","99","91","75","92","84","75","31","56","76","54","55","78","71","83","82","87","80","17","96","30","28","15","89","79","95","94","159","35","81.95876288659794","88.68"
"53769","Odion Ighalo","605","Nigeria","350","4","4","185","80","3","1","Lengthy","High & Stocky","ST","90","88","94","92","94","94","85","90","86","85","90","69","91","73","88","82","95","92","92","96","89","41","99","47","58","52","89","99","98","87","215","122","63.798219584569736","93.48"
"36137","Mostafa Mohamed","71","Egypt","16","3","5","185","78","2","2","Lengthy","High & Stocky","ST","74","75","80","81","83","84","72","80","72","57","52","47","64","50","65","65","62","67","72","69","64","38","81","33","31","27","91","75","86","63","72","14","83.72093023255815","77.61999999999999"
"26705","Simon Terodde","34","Germany","19","3","3","192","83","2","2","Controlled","High & Stocky","ST","76","52","63","81","82","80","69","77","73","67","50","48","80","44","46","52","58","79","73","64","76","23","82","37","42","19","83","67","99","79","63","8","88.73239436619718","77.38"
"26698","Marcus Thuram","23","France","19","3","3","192","90","2","2","Controlled","High & Stocky","ST","78","80","89","81","82","89","80","70","74","74","74","48","74","62","66","73","57","78","78","82","72","45","77","43","49","37","79","79","89","58","60","20","75.0","81.27000000000002"
"27174","Odion Ighalo","605","Nigeria","350","4","4","185","80","2","1","Lengthy","High & Stocky","ST","78","75","79","79","81","81","73","76","73","65","66","55","70","55","64","65","72","76","76","73","74","40","85","41","53","56","76","86","85","74","55","15","78.57142857142857","78.64999999999999"
"34","Christian Vieri","112658","Italy","2118","3","4","185","82","2","1","Lengthy","High & Stocky","ST","88","91","89","98","98","93","85","98","83","70","57","68","78","65","76","59","66","89","83","83","88","41","90","45","26","27","80","78","91","76","272","286","48.74551971326165","90.96000000000001"
"28880","Pascal Testroet","111239","Germany","2076","3","4","185","86","2","2","Lengthy","High & Stocky","ST","71","70","78","76","76","78","65","68","72","58","57","41","63","41","77","60","74","69","67","61","62","43","72","36","48","48","84","73","84","70","3","5","37.5","72.41000000000001"
"34924","Matěj Pulkrab","110178","Czech Republic","20","2","2","185","80","3","3","Lengthy","High & Stocky","ST","72","74","76","79","75","69","61","73","60","59","51","49","62","39","47","62","52","71","68","62","55","38","82","27","36","39","73","61","85","84","0","2","0.0","73.08999999999997"
"38249","Sekou Gassama","456","Senegal","54","2","3","189","88","2","2","Lengthy","High & Stocky","ST","69","63","67","73","71","74","62","65","75","53","38","44","56","35","40","60","42","65","63","62","51","34","81","34","34","38","82","71","89","58","1","3","25.0","69.89"
"27213","Maximiliano Gómez","436","Uruguay","68","3","3","186","84","3","1","Lengthy","High & Stocky","ST","78","71","71","82","80","81","73","75","72","70","59","57","73","64","75","66","56","78","76","72","80","29","91","39","28","38","83","78","88","74","17","18","48.57142857142857","79.27000000000001"
"28260","Adam Nemec","113182","Slovakia","330","2","3","192","90","2","1","Controlled","High & Stocky","ST","65","51","41","70","65","72","60","61","66","43","42","43","55","40","50","37","59","60","67","61","69","42","80","36","24","28","78","46","87","57","0","1","0.0","65.98"
"28825","Jamie Proctor","1928","England","60","2","3","188","78","2","2","Controlled","High & Stocky","ST","63","60","63","65","64","62","59","58","63","58","52","40","57","52","53","66","66","63","63","59","59","51","68","30","30","35","74","67","78","66","1","2","33.33333333333333","63.67"
"29400","Stéphane Bahoken","111339","Cameroon","68","3","3","185","88","2","1","Controlled","High & Stocky","ST","73","80","81","76","73","76","71","59","61","55","61","53","66","48","47","71","70","69","72","71","74","31","77","16","31","30","70","67","81","54","3","4","42.857142857142854","73.92"
"35927","Jacob Bergström","112072","Sweden","56","2","3","195","95","2","2","Lengthy","High & Stocky","ST","62","73","78","61","62","61","55","58","57","51","28","35","50","46","32","56","51","54","60","59","58","43","73","39","38","46","68","66","90","63","0","1","0.0","63.57"
"38298","Pape Ndiaga Yade","294","Senegal","16","3","3","185","76","2","2","Controlled","High & Stocky","ST","67","92","88","63","66","74","68","63","64","59","65","50","59","48","67","69","58","52","70","71","61","30","63","31","32","44","49","56","76","54","1","2","33.33333333333333","68.03000000000002"
"52939","Kyogo Furuhashi","78","Japan","50","3","4","170","63","3","3","Explosive","Short & Lean","ST","83","92","96","99","99","87","81","92","82","77","72","69","80","72","75","99","95","80","81","92","82","42","80","47","63","60","85","93","59","86","153","32","82.70270270270271","88.03"
"34827","Kyogo Furuhashi","78","Japan","50","3","4","170","63","3","3","Explosive","Short & Lean","ST","75","85","89","93","85","89","76","75","74","77","64","62","87","64","71","88","82","72","74","69","74","36","68","40","54","51","76","83","53","77","82","10","89.13043478260869","79.71"
"27181","Raúl Ruidíaz","111144","Peru","39","4","4","169","66","3","2","Explosive","Short & Lean","ST","78","88","93","81","81","79","78","73","70","68","67","69","68","56","66","83","87","82","79","77","80","36","76","40","30","38","78","73","65","70","29","11","72.5","79.08"
"31508","Dom Telford","110890","England","61","2","3","170","72","3","2","Explosive","Short & Lean","ST","65","91","91","68","67","65","64","59","65","47","39","44","56","43","62","91","90","63","62","64","67","30","65","34","21","27","71","75","58","56","12","2","85.71428571428571","66.61"
"29300","Nahki Wells","1919","Bermuda","14","3","3","170","69","3","2","Explosive","Short & Lean","ST","68","82","81","70","69","69","65","68","68","69","60","67","64","53","67","77","77","70","67","67","68","57","71","39","51","50","64","66","55","68","9","0","100.0","69.1"
"33115","Samuel Shashoua","260","England","54","3","3","170","65","3","2","Explosive","Short & Lean","ST","71","91","94","77","79","78","77","58","61","65","60","68","69","51","72","91","89","71","76","73","67","38","50","45","32","30","67","71","65","52","10","1","90.9090909090909","73.92999999999999"
"37002","Devendra Murgaonkar","113298","India","2149","2","3","167","63","2","2","Controlled","Short & Lean","ST","53","79","75","51","54","50","50","37","52","48","37","34","53","50","36","71","86","52","51","52","43","30","54","15","42","46","62","49","50","35","3","0","100.0","53.95000000000001"
"36168","Musa Juwara","189","Gambia","31","3","3","170","65","2","2","Explosive","Short & Lean","ST","67","89","92","67","69","64","62","48","61","59","51","48","67","47","39","76","81","70","69","76","60","36","59","29","37","40","55","54","43","62","2","0","100.0","67.72999999999999"
"51519","Musa Juwara","272","Gambia","1","3","3","170","65","2","2","Explosive","Short & Lean","ST","67","89","92","67","69","64","62","48","61","59","51","48","67","47","39","76","81","70","69","76","60","36","59","29","37","40","55","54","43","62","2","0","100.0","67.72999999999999"
"46805","Alex Badolato","112427","Australia","351","2","1","170","70","3","1","Controlled","Short & Lean","ST","52","73","74","53","58","45","44","34","58","63","36","32","44","40","41","70","82","50","49","43","47","20","53","20","29","14","66","71","47","28","2","1","66.66666666666666","52.21000000000001"
